PPG (1000 Hz),ABP (125 Hz),RESP (125 Hz)
187.81,72.79,-4.08
160.98,57.10,-3.97
98.38,65.57,-0.42
160.98,59.27,-1.14
116.26,68.03,2.17
187.81,66.44,1.89
143.09,75.94,5.52
125.21,85.68,3.70
205.69,97.52,4.31
125.21,109.61,5.18
205.69,115.67,6.38
205.69,127.94,7.99
187.81,125.69,8.20
143.09,145.32,9.13
134.15,128.63,8.05
143.09,138.30,6.20
152.03,120.77,6.44
143.09,123.82,8.25
178.86,104.88,4.63
169.92,116.50,5.15
160.98,93.14,2.77
169.92,106.98,2.96
187.81,87.52,1.37
169.92,102.69,1.49
232.52,82.66,-2.09
143.09,99.14,-2.47
160.98,83.08,-5.59
178.86,90.04,-6.12
169.92,79.99,-10.59
232.52,88.49,-10.79
268.30,78.51,-13.21
241.47,78.03,-14.49
205.69,71.25,-15.42
169.92,71.52,-15.54
187.81,75.73,-16.81
205.69,68.02,-17.60
250.41,77.10,-18.51
196.75,68.96,-19.89
196.75,81.25,-17.44
205.69,69.72,-20.37
196.75,84.82,-18.18
259.35,66.51,-19.72
241.47,82.20,-17.22
196.75,66.86,-19.29
268.30,81.43,-15.52
232.52,66.50,-17.87
223.58,84.11,-13.99
241.47,59.17,-14.41
250.41,78.57,-12.33
214.64,63.50,-13.16
268.30,75.01,-7.10
286.18,57.83,-10.20
223.58,74.72,-5.87
241.47,60.32,-7.75
250.41,70.19,-3.45
250.41,60.22,-4.40
241.47,68.39,-3.66
205.69,61.84,-1.76
295.13,62.83,-1.61
277.24,65.81,-0.70
295.13,60.30,-0.04
295.13,69.02,1.09
295.13,62.16,-0.15
277.24,65.23,1.26
259.35,57.22,1.50
286.18,70.40,3.02
241.47,55.47,0.01
330.90,69.20,3.99
357.73,53.67,2.15
339.84,67.20,3.66
304.07,53.16,1.75
348.79,67.71,4.85
330.90,49.62,1.67
321.96,69.95,4.59
402.45,49.25,2.27
304.07,69.63,5.15
366.67,53.97,4.50
375.62,70.78,6.38
366.67,69.40,5.33
321.96,82.68,6.96
393.50,88.57,5.42
384.56,108.79,8.07
384.56,115.00,5.87
348.79,125.26,8.57
393.50,133.18,8.38
357.73,126.30,8.29
384.56,131.22,8.87
357.73,117.36,7.12
330.90,123.53,9.19
402.45,103.88,7.81
438.22,109.66,9.28
393.50,88.88,7.50
348.79,104.64,9.23
366.67,83.07,7.18
375.62,100.13,10.38
393.50,79.26,7.37
420.33,95.56,10.55
411.39,77.15,8.44
384.56,90.89,10.98
447.16,70.84,7.39
447.16,85.25,9.71
402.45,65.71,8.87
447.16,82.34,10.22
509.76,64.00,9.82
465.05,72.54,10.66
482.93,63.67,10.68
491.88,74.35,12.88
420.33,73.50,14.22
456.10,73.77,16.20
482.93,77.26,16.02
456.10,71.72,15.72
429.28,76.02,18.41
482.93,67.55,19.04
420.33,80.97,21.80
465.05,74.19,22.07
456.10,82.22,24.64
465.05,70.06,24.90
473.99,79.98,28.03
438.22,64.09,25.27
456.10,81.74,29.73
473.99,62.65,27.91
456.10,76.49,30.50
509.76,61.14,29.65
527.65,77.53,32.66
491.88,60.43,31.83
491.88,79.40,34.41
500.82,63.09,34.49
500.82,77.60,36.15
509.76,63.60,35.37
482.93,71.63,34.90
509.76,65.16,37.01
473.99,69.80,36.45
554.48,66.46,38.06
554.48,71.63,36.72
500.82,67.32,39.22
572.37,66.08,36.92
500.82,67.93,37.81
527.65,61.37,37.81
527.65,73.09,39.99
509.76,63.37,38.81
509.76,74.23,41.09
527.65,56.76,38.43
581.31,71.75,40.64
545.54,55.72,37.15
527.65,73.93,41.47
536.59,59.19,37.30
554.48,71.52,40.39
465.05,57.00,36.78
545.54,79.78,41.34
536.59,66.88,36.44
554.48,94.05,40.42
536.59,88.62,37.04
545.54,113.74,38.49
545.54,115.54,37.60
554.48,130.95,39.99
545.54,131.70,35.83
518.71,133.06,37.67
563.42,133.02,37.06
572.37,127.11,34.29
536.59,124.62,35.88
572.37,115.59,34.48
590.25,114.55,35.02
554.48,103.15,34.23
626.03,109.78,35.23
608.14,94.65,32.40
572.37,109.31,34.22
599.20,93.22,30.84
572.37,106.65,33.86
617.08,88.67,30.36
536.59,99.36,32.21
599.20,80.24,28.70
572.37,96.41,32.30
572.37,74.07,29.86
545.54,86.77,31.69
518.71,70.02,29.50
563.42,89.27,32.24
518.71,68.54,30.60
608.14,81.07,32.03
509.76,71.05,31.31
554.48,83.88,30.58
590.25,73.04,30.50
572.37,83.28,30.12
572.37,79.31,30.21
581.31,82.01,30.62
554.48,83.17,29.51
536.59,75.84,29.38
572.37,83.48,28.69
563.42,73.61,27.86
563.42,84.72,28.17
572.37,71.81,25.12
572.37,82.28,27.22
563.42,67.94,24.74
527.65,82.25,25.85
554.48,68.61,22.68
554.48,81.21,24.72
527.65,64.45,19.34
599.20,81.99,22.13
554.48,63.18,18.53
563.42,75.07,20.57
572.37,61.77,16.82
545.54,78.24,17.59
599.20,60.72,14.55
536.59,73.51,15.37
527.65,66.01,11.68
563.42,76.72,13.31
563.42,63.00,10.31
563.42,66.10,10.02
518.71,64.42,9.00
554.48,65.01,8.48
527.65,70.28,6.57
527.65,66.75,7.20
572.37,68.94,5.18
509.76,60.87,4.91
581.31,68.43,5.91
545.54,58.60,1.49
509.76,70.06,4.81
581.31,57.03,0.97
599.20,74.20,3.39
536.59,60.59,-1.45
518.71,81.66,2.64
563.42,70.43,-1.88
563.42,97.67,2.33
509.76,92.62,-1.36
554.48,120.40,1.64
590.25,113.18,-1.95
554.48,132.83,1.18
572.37,126.42,-2.14
545.54,141.92,-1.49
536.59,124.29,-2.19
563.42,128.95,-1.22
491.88,115.83,-2.57
581.31,117.71,-0.11
509.76,110.62,-0.44
536.59,105.55,-1.45
527.65,102.29,-0.67
473.99,95.77,-2.80
518.71,101.48,-1.07
509.76,95.16,-2.20
491.88,101.20,-0.08
527.65,92.02,-3.13
518.71,102.52,-2.08
500.82,86.98,-4.04
527.65,97.46,-2.43
536.59,78.85,-4.01
536.59,91.69,-3.15
509.76,72.61,-5.26
518.71,87.95,-1.42
473.99,70.11,-4.99
572.37,87.26,-2.18
518.71,69.83,-4.44
482.93,87.39,-3.07
500.82,68.76,-4.33
536.59,86.51,-2.12
572.37,74.28,-5.98
491.88,84.33,-3.72
482.93,71.94,-5.93
482.93,81.72,-5.85
536.59,78.01,-4.72
491.88,78.78,-5.28
491.88,80.14,-5.82
545.54,75.91,-6.18
536.59,80.75,-6.20
563.42,69.56,-7.01
527.65,80.80,-5.19
491.88,69.54,-6.42
491.88,82.24,-4.81
456.10,67.42,-6.79
518.71,81.46,-3.89
536.59,64.21,-8.04
509.76,82.62,-5.92
482.93,59.81,-7.98
500.82,81.05,-5.20
491.88,61.29,-8.53
456.10,74.03,-4.65
473.99,61.06,-9.12
491.88,79.50,-6.94
420.33,61.63,-7.01
465.05,75.13,-6.64
429.28,63.15,-9.12
482.93,69.12,-7.18
438.22,66.15,-8.84
447.16,69.28,-7.51
491.88,63.70,-8.74
429.28,62.86,-9.59
465.05,64.84,-10.12
465.05,59.84,-9.65
447.16,69.20,-8.67
447.16,57.43,-8.79
438.22,68.73,-8.75
411.39,62.65,-11.65
447.16,81.72,-9.77
420.33,69.89,-9.87
420.33,100.26,-9.39
465.05,96.47,-11.46
465.05,128.06,-9.34
393.50,112.51,-11.20
447.16,141.89,-8.14
447.16,125.44,-12.22
438.22,143.20,-9.58
438.22,119.17,-11.27
438.22,131.60,-9.18
420.33,109.38,-11.20
447.16,120.15,-10.58
420.33,101.31,-10.92
465.05,107.54,-8.55
411.39,98.97,-9.38
438.22,100.80,-7.15
438.22,93.91,-7.56
393.50,93.85,-9.70
411.39,91.71,-8.80
402.45,92.58,-8.72
438.22,91.51,-9.30
411.39,80.73,-9.44
429.28,88.77,-7.93
420.33,70.92,-8.97
429.28,82.37,-10.08
411.39,63.29,-10.90
402.45,79.98,-9.45
429.28,62.88,-11.42
411.39,79.19,-8.47
393.50,61.56,-12.32
429.28,80.38,-9.28
438.22,61.77,-11.86
375.62,82.40,-9.88
411.39,67.64,-11.00
456.10,82.01,-8.09
375.62,70.17,-10.36
411.39,79.64,-9.33
357.73,69.15,-11.61
411.39,79.91,-10.07
465.05,70.44,-9.86
420.33,72.08,-10.25
420.33,71.20,-10.17
384.56,69.65,-9.22
402.45,68.33,-10.30
384.56,65.52,-10.72
384.56,70.70,-8.88
393.50,58.80,-9.78
438.22,73.32,-9.78
438.22,60.23,-9.52
438.22,71.51,-7.41
393.50,60.01,-8.53
384.56,69.43,-6.54
411.39,55.13,-9.09
420.33,70.34,-7.23
411.39,55.14,-9.41
384.56,71.70,-6.74
456.10,55.82,-8.22
393.50,70.20,-4.78
393.50,55.20,-8.55
438.22,70.28,-7.39
429.28,54.82,-8.82
411.39,69.11,-5.29
420.33,51.32,-8.44
402.45,67.12,-8.35
402.45,51.40,-8.39
402.45,58.17,-7.70
420.33,56.77,-7.96
375.62,57.82,-8.99
384.56,61.57,-9.23
411.39,54.75,-9.67
411.39,64.19,-8.55
438.22,64.60,-11.30
366.67,80.84,-9.79
393.50,78.59,-12.33
411.39,102.85,-9.83
384.56,99.25,-12.21
420.33,127.37,-9.83
447.16,121.58,-12.35
384.56,137.81,-10.92
420.33,118.94,-12.50
420.33,135.53,-10.50
384.56,113.69,-10.44
384.56,123.59,-9.19
402.45,94.87,-13.24
384.56,111.66,-11.59
420.33,90.04,-11.75
465.05,97.73,-9.62
420.33,84.63,-11.31
411.39,91.92,-8.80
420.33,83.81,-10.23
393.50,88.56,-10.10
393.50,82.52,-11.52
402.45,83.72,-10.78
420.33,82.36,-11.11
402.45,73.40,-8.52
393.50,80.88,-7.36
438.22,64.87,-9.92
447.16,74.36,-7.83
375.62,62.72,-10.60
402.45,73.51,-8.07
357.73,61.14,-8.57
420.33,75.61,-6.77
429.28,62.24,-10.51
402.45,85.63,-5.90
429.28,65.58,-9.75
420.33,81.56,-7.55
420.33,66.85,-8.49
402.45,81.84,-6.57
438.22,66.79,-8.96
402.45,83.59,-9.11
429.28,72.99,-10.67
429.28,78.74,-8.66
402.45,64.25,-9.81
366.67,73.96,-7.30
438.22,69.15,-9.74
411.39,71.41,-10.01
384.56,68.98,-10.84
393.50,72.29,-8.68
420.33,70.73,-8.72
384.56,63.67,-10.45
393.50,71.47,-10.37
447.16,64.20,-10.40
438.22,74.50,-10.28
420.33,61.31,-11.46
438.22,76.11,-8.57
393.50,57.77,-10.90
429.28,75.69,-8.80
411.39,57.81,-11.47
456.10,73.91,-7.21
447.16,57.72,-9.07
456.10,76.91,-7.91
456.10,63.22,-10.10
465.05,75.84,-6.94
420.33,56.31,-9.76
420.33,72.66,-6.87
456.10,55.81,-9.47
429.28,71.07,-8.60
411.39,57.05,-8.81
447.16,67.30,-6.05
402.45,57.89,-8.49
411.39,63.56,-6.99
420.33,66.16,-6.80
447.16,68.59,-6.87
438.22,75.00,-6.60
366.67,85.40,-6.44
429.28,101.80,-7.02
429.28,104.16,-7.65
366.67,124.56,-6.10
411.39,118.22,-9.09
411.39,143.25,-6.08
402.45,129.33,-7.83
429.28,140.28,-6.16
393.50,120.09,-9.28
429.28,133.40,-6.12
393.50,105.40,-10.74
393.50,124.67,-7.73
420.33,97.05,-10.42
429.28,111.37,-8.75
357.73,93.32,-11.70
402.45,106.59,-9.63
366.67,88.05,-12.57
411.39,99.15,-9.68
411.39,87.93,-12.23
420.33,92.64,-11.53
447.16,84.84,-11.25
420.33,88.16,-11.44
411.39,79.30,-12.50
438.22,81.77,-12.00
402.45,78.73,-12.93
429.28,73.00,-13.97
438.22,75.73,-12.30
456.10,71.68,-13.71
456.10,82.48,-12.81
411.39,68.94,-14.45
420.33,82.04,-11.35
411.39,77.31,-15.11
393.50,87.47,-12.30
384.56,73.06,-14.53
393.50,90.97,-11.94
375.62,74.17,-14.59
420.33,86.81,-12.13
375.62,72.80,-14.83
375.62,87.36,-12.09
429.28,67.43,-12.77
357.73,83.05,-11.39
348.79,69.41,-11.77
384.56,81.35,-10.81
393.50,63.76,-11.88
429.28,79.33,-10.94
402.45,68.10,-11.68
429.28,72.56,-10.39
429.28,67.82,-9.71
447.16,70.38,-9.89
438.22,70.22,-9.17
384.56,64.28,-9.98
375.62,74.15,-8.39
438.22,63.78,-11.08
447.16,74.46,-7.95
447.16,59.41,-10.51
447.16,74.89,-8.86
465.05,58.86,-11.27
420.33,76.94,-8.14
384.56,58.77,-10.41
393.50,73.93,-7.31
447.16,55.21,-9.80
420.33,72.52,-7.19
411.39,53.11,-9.02
429.28,70.14,-7.18
420.33,52.16,-11.18
384.56,70.26,-7.74
411.39,57.37,-9.26
429.28,67.45,-8.84
429.28,62.95,-10.82
393.50,75.72,-7.34
393.50,71.53,-9.19
447.16,89.50,-7.72
420.33,93.70,-8.85
402.45,110.04,-8.65
393.50,125.59,-8.73
384.56,125.75,-9.04
384.56,132.77,-6.52
447.16,129.25,-8.14
438.22,137.00,-7.58
411.39,120.30,-8.77
429.28,127.35,-8.25
447.16,108.25,-10.19
438.22,121.61,-6.64
402.45,99.77,-11.77
402.45,108.79,-8.17
402.45,94.21,-9.84
375.62,106.99,-6.46
393.50,89.91,-9.41
465.05,107.28,-6.82
465.05,90.17,-11.27
438.22,100.34,-7.95
411.39,84.11,-11.62
438.22,97.07,-8.19
393.50,81.91,-11.93
402.45,86.15,-10.29
420.33,77.50,-11.60
429.28,80.53,-9.94
384.56,77.30,-9.99
447.16,80.58,-10.51
411.39,74.16,-8.12
393.50,71.03,-7.88
447.16,77.90,-7.40
465.05,72.67,-8.26
393.50,87.07,-6.02
411.39,68.77,-6.78
348.79,86.87,-5.91
393.50,70.83,-5.44
420.33,81.98,-2.64
393.50,67.11,-7.40
366.67,81.61,-3.39
411.39,64.15,-5.36
411.39,78.98,-1.05
411.39,58.08,-4.46
411.39,75.96,-1.57
402.45,59.76,-3.99
357.73,75.10,-0.55
438.22,63.81,-3.39
393.50,72.58,-0.13
402.45,62.75,-2.50
402.45,67.84,-0.40
420.33,65.86,-1.34
375.62,70.84,-0.73
402.45,61.43,0.40
366.67,63.82,0.89
438.22,66.89,1.50
420.33,58.02,-0.27
402.45,69.66,1.54
411.39,55.34,1.54
393.50,69.48,2.29
375.62,53.21,1.40
411.39,71.75,4.64
438.22,54.76,3.71
357.73,69.37,6.82
375.62,48.11,4.00
384.56,71.52,6.28
366.67,50.47,5.91
375.62,69.78,9.61
438.22,50.39,8.33
393.50,68.23,10.56
420.33,54.03,9.19
393.50,68.73,12.13
411.39,62.41,11.06
384.56,82.54,12.18
313.01,79.92,11.34
384.56,108.44,13.92
375.62,109.83,12.58
384.56,122.09,16.10
402.45,125.25,13.95
384.56,131.39,17.45
384.56,132.43,16.46
366.67,121.66,16.55
411.39,122.71,18.90
420.33,112.28,16.64
393.50,116.33,18.19
384.56,95.20,18.31
393.50,105.87,20.19
393.50,87.79,18.66
393.50,100.35,20.69
393.50,80.12,19.59
393.50,95.49,21.87
393.50,76.76,19.63
411.39,91.10,23.60
402.45,77.63,21.67
366.67,87.74,25.80
384.56,72.96,23.19
429.28,82.45,25.15
384.56,64.40,23.91
375.62,74.71,24.77
447.16,67.34,25.81
384.56,74.16,26.44
330.90,64.31,25.24
375.62,66.92,28.18
330.90,66.46,27.13
375.62,69.83,26.51
339.84,72.31,28.21
348.79,69.44,27.56
366.67,74.80,28.56
366.67,72.36,27.77
402.45,80.67,29.65
330.90,71.71,29.05
402.45,79.08,30.80
348.79,67.66,27.80
330.90,79.09,30.05
348.79,62.44,26.01
348.79,79.79,30.13
375.62,59.82,27.34
402.45,73.00,30.22
375.62,58.23,26.46
366.67,76.63,29.28
402.45,59.44,25.91
384.56,71.31,29.13
402.45,55.36,26.15
357.73,68.70,28.60
330.90,55.46,26.50
330.90,63.33,27.45
348.79,61.57,25.78
420.33,63.62,27.21
366.67,60.48,26.12
339.84,59.91,25.16
420.33,63.28,24.91
393.50,55.95,23.39
375.62,65.99,25.19
366.67,62.05,22.48
384.56,69.02,22.92
393.50,55.82,21.10
357.73,64.27,22.65
339.84,55.29,20.22
357.73,68.86,21.39
348.79,54.27,17.91
348.79,71.23,19.85
375.62,55.04,18.91
339.84,72.89,19.59
348.79,66.38,15.15
366.67,91.13,17.71
375.62,83.17,13.79
393.50,110.95,16.76
366.67,111.56,11.78
402.45,132.03,13.75
366.67,125.12,11.93
357.73,133.86,12.78
393.50,128.70,10.94
339.84,127.52,11.28
357.73,121.10,10.56
321.96,117.80,8.66
330.90,112.73,8.80
339.84,104.02,8.59
348.79,106.05,8.19
304.07,91.19,6.87
384.56,102.89,7.93
330.90,90.70,4.33
321.96,99.18,5.58
348.79,85.60,2.07
348.79,98.88,5.41
321.96,79.69,0.88
375.62,95.63,2.80
366.67,76.13,0.72
313.01,88.60,1.34
313.01,68.85,-2.93
366.67,86.72,1.55
339.84,70.18,-2.81
339.84,84.68,0.36
295.13,71.17,-2.71
348.79,86.09,-0.71
304.07,76.28,-3.95
339.84,82.95,-3.35
348.79,76.74,-2.54
286.18,80.27,-3.17
313.01,80.71,-5.31
366.67,77.36,-4.41
384.56,79.08,-3.59
313.01,78.67,-5.18
339.84,84.83,-2.57
348.79,72.50,-4.84
321.96,77.68,-3.09
348.79,68.62,-5.67
330.90,82.96,-2.91
357.73,63.70,-5.48
304.07,81.39,-2.46
357.73,62.39,-5.85
357.73,82.99,-2.79
321.96,65.95,-4.59
366.67,76.41,-1.51
348.79,62.59,-4.20
366.67,75.76,-2.09
339.84,60.48,-3.91
313.01,77.21,-0.64
348.79,64.59,-4.63
313.01,71.39,-2.61
321.96,62.49,-4.70
313.01,66.98,-2.84
313.01,63.09,-5.43
313.01,69.53,-4.74
295.13,62.23,-3.52
286.18,68.22,-4.00
321.96,66.59,-4.63
348.79,66.30,-5.85
330.90,69.75,-4.22
295.13,59.89,-6.44
313.01,65.58,-5.69
339.84,61.75,-8.08
304.07,75.77,-5.52
304.07,67.65,-9.47
339.84,91.28,-7.62
321.96,88.68,-10.23
313.01,114.35,-10.20
277.24,107.93,-13.55
295.13,136.72,-11.91
330.90,123.43,-16.76
348.79,143.67,-13.61
277.24,126.91,-18.65
313.01,137.00,-16.91
277.24,117.41,-19.78
286.18,124.82,-17.99
295.13,110.01,-23.43
313.01,114.16,-22.79
295.13,100.78,-23.42
357.73,102.31,-24.05
321.96,101.11,-24.45
313.01,100.50,-24.34
330.90,99.54,-25.82
348.79,95.34,-24.98
321.96,98.76,-22.43
313.01,90.87,-24.10
277.24,93.11,-22.94
339.84,80.38,-23.88
295.13,93.48,-19.30
321.96,70.14,-22.15
286.18,90.06,-18.50
321.96,67.73,-18.42
321.96,80.90,-14.93
339.84,67.43,-15.42
313.01,86.60,-11.08
304.07,66.68,-13.47
295.13,86.56,-6.67
321.96,69.52,-9.58
268.30,86.91,-5.95
286.18,74.40,-6.38
321.96,84.41,-2.47
339.84,75.17,-5.59
268.30,83.23,-2.50
259.35,78.70,-3.72
304.07,75.29,-1.28
259.35,72.07,-2.15
330.90,74.88,-2.06
286.18,78.02,-2.80
268.30,73.47,-3.58
259.35,80.58,-2.60
304.07,71.02,-4.05
277.24,78.28,-3.27
277.24,62.58,-7.30
339.84,76.04,-4.67
250.41,62.15,-8.90
330.90,81.39,-6.36
366.67,64.65,-10.97
330.90,76.33,-9.04
321.96,53.75,-12.48
232.52,78.00,-9.80
241.47,62.33,-14.04
286.18,71.35,-11.42
339.84,57.22,-14.80
268.30,71.56,-13.21
259.35,58.05,-14.58
250.41,68.09,-15.27
241.47,60.52,-16.30
295.13,68.92,-15.84
277.24,60.58,-15.21
286.18,67.38,-13.22
286.18,64.06,-15.14
304.07,64.16,-15.55
313.01,67.94,-15.45
277.24,72.62,-16.42
232.52,81.82,-15.29
286.18,85.03,-16.09
313.01,106.54,-13.94
295.13,104.42,-15.73
286.18,129.06,-14.16
286.18,123.24,-15.61
259.35,141.73,-12.19
241.47,130.35,-15.52
250.41,140.62,-11.35
268.30,114.02,-13.08
286.18,132.27,-8.81
286.18,107.50,-12.54
304.07,116.59,-8.97
286.18,101.49,-13.19
357.73,109.14,-10.37
313.01,94.35,-10.72
286.18,105.23,-8.27
313.01,89.42,-11.68
259.35,100.15,-10.07
330.90,92.54,-9.46
259.35,91.25,-8.15
321.96,89.46,-6.77
268.30,86.51,-7.48
286.18,87.61,-8.03
259.35,77.93,-7.88
232.52,80.74,-7.82
214.64,71.31,-7.07
304.07,77.64,-6.98
277.24,67.77,-7.94
250.41,82.16,-8.89
304.07,64.73,-9.59
304.07,82.20,-7.85
286.18,65.41,-10.04
295.13,83.54,-10.01
277.24,68.87,-11.90
232.52,84.64,-8.32
259.35,67.62,-12.79
214.64,86.49,-9.19
304.07,64.81,-13.64
232.52,82.56,-10.23
241.47,64.81,-12.44
286.18,80.33,-13.40
250.41,63.93,-15.22
214.64,75.32,-12.00
277.24,66.69,-13.36
241.47,70.77,-13.13
259.35,65.04,-14.09
277.24,67.48,-12.92
277.24,68.70,-14.13
295.13,63.99,-14.54
286.18,69.37,-13.60
259.35,57.24,-14.76
232.52,66.56,-14.41
286.18,56.59,-15.18
250.41,72.25,-13.83
268.30,55.67,-14.52
241.47,69.35,-12.31
277.24,53.44,-15.23
250.41,72.01,-11.27
178.86,55.07,-15.25
241.47,68.03,-11.43
232.52,50.85,-13.24
241.47,70.20,-11.39
223.58,51.69,-12.58
277.24,65.48,-10.05
241.47,52.68,-12.35
223.58,69.10,-8.29
232.52,56.35,-10.65
223.58,64.17,-7.41
223.58,61.35,-9.63
250.41,72.56,-8.40
214.64,78.35,-9.23
232.52,90.67,-8.50
259.35,102.55,-9.25
214.64,113.05,-7.73
169.92,129.72,-7.75
241.47,124.85,-7.77
259.35,140.79,-6.52
259.35,122.53,-7.27
223.58,136.61,-6.08
259.35,110.05,-8.20
241.47,122.58,-5.92
178.86,101.05,-8.52
232.52,113.30,-5.98
232.52,85.62,-8.09
196.75,100.59,-6.43
223.58,80.44,-8.23
268.30,95.08,-7.49
205.69,81.16,-8.62
232.52,94.18,-5.76
223.58,79.24,-8.04
196.75,87.58,-6.52
187.81,76.44,-10.10
160.98,85.45,-8.18
214.64,69.97,-10.15
214.64,75.56,-9.04
223.58,73.37,-10.58
178.86,73.16,-10.94
223.58,74.19,-8.88
214.64,70.94,-10.15
196.75,75.29,-10.42
205.69,65.76,-11.35
205.69,82.73,-9.81
196.75,67.26,-11.58
178.86,84.66,-9.65
196.75,67.44,-12.09
259.35,80.19,-9.49
259.35,67.95,-11.52
241.47,82.80,-9.99
223.58,64.31,-12.83
223.58,83.27,-9.43
223.58,64.56,-12.54
214.64,82.48,-9.86
169.92,62.81,-11.41
187.81,78.42,-8.96
187.81,64.00,-12.01
259.35,77.40,-9.56
232.52,61.64,-12.28
250.41,70.90,-9.18
205.69,64.49,-10.95
196.75,69.28,-9.59
214.64,68.60,-10.12
214.64,73.37,-10.29
205.69,67.46,-7.69
169.92,71.46,-9.94
169.92,71.40,-8.06
152.03,63.80,-10.23
241.47,75.30,-7.65
214.64,63.11,-7.55
286.18,77.40,-6.61
187.81,58.85,-10.09
160.98,74.61,-5.79
178.86,57.37,-8.45
214.64,76.04,-6.06
160.98,58.04,-9.86
187.81,75.64,-6.41
187.81,58.76,-8.41
116.26,70.21,-6.19
152.03,59.36,-11.35
214.64,79.71,-8.15
169.92,70.47,-10.54
169.92,92.00,-10.10
250.41,93.75,-10.21
232.52,117.98,-9.81
241.47,118.84,-12.65
232.52,130.80,-9.57
187.81,133.44,-10.88
125.21,132.27,-10.77
178.86,130.80,-9.58
196.75,124.25,-11.01
196.75,123.76,-10.42
214.64,109.46,-10.39
169.92,116.86,-8.59
223.58,95.89,-10.38
187.81,109.28,-6.66
160.98,91.08,-9.24
160.98,106.04,-6.88
232.52,86.66,-7.82
152.03,107.36,-4.72
187.81,89.20,-6.79
169.92,102.30,-2.00
143.09,79.44,-5.26
143.09,93.25,-1.70
169.92,72.89,-3.20
169.92,90.43,-0.55
178.86,70.87,-4.29
152.03,81.71,-1.24
169.92,70.66,-2.51
160.98,80.97,-1.54
178.86,74.19,-3.31
160.98,81.49,-1.55
160.98,79.02,-2.17
143.09,78.88,-2.86
143.09,79.43,-3.25
160.98,76.36,-3.22
187.81,82.35,-2.98
196.75,72.23,-4.41
178.86,82.77,-3.10
196.75,72.01,-8.43
169.92,84.08,-5.36
205.69,68.06,-6.96
205.69,84.74,-8.53
196.75,64.98,-9.57
152.03,85.33,-7.45
89.43,65.33,-10.61
134.15,81.78,-8.88
187.81,61.96,-11.73
125.21,78.74,-10.36
169.92,64.69,-12.99
134.15,77.33,-11.13
143.09,61.77,-11.91
152.03,77.10,-11.25
125.21,59.27,-12.44
152.03,74.19,-11.50
178.86,65.94,-12.14
187.81,70.39,-11.48
187.81,66.72,-11.42
152.03,66.99,-12.90
134.15,69.20,-10.52
196.75,65.20,-11.32
134.15,71.00,-11.41
116.26,62.05,-11.86
187.81,73.32,-9.20
205.69,59.35,-9.77
196.75,67.26,-8.16
160.98,56.10,-10.54
125.21,75.38,-7.64
134.15,59.31,-9.57
169.92,80.49,-5.99
196.75,73.61,-9.37
169.92,100.34,-4.95
107.32,90.55,-5.29
98.38,121.16,-4.51
125.21,115.53,-5.80
98.38,136.76,-2.32
125.21,127.13,-3.36
152.03,142.45,-0.99
169.92,125.42,-2.94
134.15,134.08,-1.94
152.03,118.30,-2.27
98.38,117.49,-0.66
53.66,111.84,-1.10
169.92,105.71,1.41
125.21,103.00,1.06
143.09,96.24,0.12
98.38,103.78,0.93
80.49,95.74,2.43
152.03,106.11,3.25
178.86,86.97,1.67
125.21,103.24,4.43
143.09,82.40,2.15
107.32,96.97,3.99
160.98,77.50,2.78
134.15,92.84,6.25
80.49,72.54,2.66
160.98,92.00,6.27
160.98,72.91,2.87
152.03,87.33,6.90
169.92,68.95,3.09
187.81,86.79,7.24
143.09,71.16,4.12
107.32,86.99,7.78
152.03,78.90,6.31
134.15,85.52,9.44
71.55,80.54,8.72
62.60,86.77,10.51
98.38,81.05,10.80
143.09,81.80,11.56
143.09,78.64,11.41
125.21,76.31,12.44
134.15,82.08,13.54
134.15,70.80,12.49
125.21,78.08,16.11
160.98,71.42,14.48
89.43,80.42,18.38
205.69,60.68,15.38
187.81,86.18,18.08
169.92,59.79,16.81
152.03,82.58,19.79
89.43,59.77,17.97
169.92,79.11,23.00
169.92,65.77,19.87
160.98,77.66,22.91
134.15,60.25,21.24
169.92,77.47,24.71
107.32,57.94,22.92
134.15,74.29,26.39
169.92,62.14,22.88
178.86,74.17,25.94
187.81,64.62,25.26
187.81,68.02,26.09
241.47,60.06,25.37
196.75,64.77,26.81
160.98,62.63,26.77
232.52,61.30,25.89
223.58,67.32,27.81
187.81,61.05,27.66
241.47,70.49,28.83
214.64,62.13,26.68
232.52,83.38,29.07
223.58,75.00,27.32
205.69,101.69,27.86
241.47,95.70,27.19
277.24,127.09,30.40
196.75,114.67,27.58
196.75,144.43,31.10
232.52,127.50,28.50
268.30,145.42,30.88
232.52,123.01,28.28
205.69,131.42,29.39
250.41,109.30,28.24
241.47,117.24,28.93
250.41,101.25,29.31
232.52,105.47,30.20
232.52,93.46,29.17
259.35,105.09,32.15
304.07,93.27,31.27
313.01,90.45,31.96
268.30,92.34,31.60
232.52,88.28,30.53
268.30,90.09,33.70
259.35,78.13,31.54
313.01,84.93,33.70
277.24,73.72,33.89
286.18,81.74,33.67
295.13,66.88,32.53
313.01,82.81,35.39
286.18,66.29,32.73
286.18,78.34,35.87
375.62,63.90,34.41
339.84,86.13,36.61
304.07,63.35,33.72
348.79,86.30,36.19
339.84,67.15,33.59
321.96,83.20,34.80
366.67,67.82,32.21
313.01,82.66,35.29
375.62,72.56,32.77
